CCC;000001;       ;31/05/2021;2047  ;      ;003263050;0401;0000000;
CCC;000001;       ;31/05/2021;      ;317   ;003263050;0401;0000000;
CCC;000001;       ;31/05/2021;2047  ;      ;001040660;0401;0000000;
CCC;000001;       ;31/05/2021;      ;317   ;001040660;0401;0000000;
CCC;000001;       ;31/05/2021;2047  ;      ;000111374;0401;0000000;
CCC;000001;       ;31/05/2021;      ;317   ;000111374;0401;0000000;
CCC;000001;       ;31/05/2021;2057  ;      ;000163992;0401;0000000;
CCC;000001;       ;31/05/2021;      ;317   ;000163992;0401;0000000;
CCC;000001;       ;31/05/2021;2057  ;      ;000004111;0401;0000000;
CCC;000001;       ;31/05/2021;      ;317   ;000004111;0401;0000000;
CCC;000001;       ;31/05/2021;2057  ;      ;000012332;0401;0000000;
CCC;000001;       ;31/05/2021;      ;317   ;000012332;0401;0000000;
CCC;000001;       ;31/05/2021;2057  ;      ;000491976;0401;0000000;
CCC;000001;       ;31/05/2021;      ;317   ;000491976;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000946607;0401;0000000;
CCC;000001;       ;31/05/2021;      ;46    ;000946607;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000088184;0401;0000000;
CCC;000001;       ;31/05/2021;      ;2053  ;000088184;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000105616;0401;0000000;
CCC;000001;       ;31/05/2021;      ;2053  ;000105616;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000004554;0401;0000000;
CCC;000001;       ;31/05/2021;      ;2053  ;000004554;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000000385;0401;0000000;
CCC;000001;       ;31/05/2021;      ;2062  ;000000385;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000529388;0401;0000000;
CCC;000001;       ;31/05/2021;      ;336   ;000529388;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000222327;0401;0000000;
CCC;000001;       ;31/05/2021;      ;348   ;000222327;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000075197;0401;0000000;
CCC;000001;       ;31/05/2021;      ;348   ;000075197;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000014250;0401;0000000;
CCC;000001;       ;31/05/2021;      ;2052  ;000014250;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000004500;0401;0000000;
CCC;000001;       ;31/05/2021;      ;346   ;000004500;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000072776;0401;0000000;
CCC;000001;       ;31/05/2021;      ;336   ;000072776;0401;0000000;
CCC;000001;       ;31/05/2021;317   ;      ;000507995;0401;0000000;
CCC;000001;       ;31/05/2021;      ;50    ;000507995;0401;0000000;
CCC;000001;       ;31/05/2021;2051  ;      ;001017498;0401;0000000;
CCC;000001;       ;31/05/2021;      ;348   ;001017498;0401;0000000;
CCC;000001;       ;31/05/2021;2051  ;      ;000076313;0401;0000000;
CCC;000001;       ;31/05/2021;      ;348   ;000076313;0401;0000000;
CCC;000001;       ;31/05/2021;2051  ;      ;000127188;0401;0000000;
CCC;000001;       ;31/05/2021;      ;348   ;000127188;0401;0000000;
CCC;000001;       ;31/05/2021;2051  ;      ;000010176;0401;0000000;
CCC;000001;       ;31/05/2021;      ;348   ;000010176;0401;0000000;
CCC;000001;       ;31/05/2021;2051  ;      ;000050875;0401;0000000;
CCC;000001;       ;31/05/2021;      ;348   ;000050875;0401;0000000;
CCC;000001;       ;31/05/2021;2051  ;      ;000076313;0401;0000000;
CCC;000001;       ;31/05/2021;      ;348   ;000076313;0401;0000000;
CCC;000001;       ;31/05/2021;2051  ;      ;000030525;0401;0000000;
CCC;000001;       ;31/05/2021;      ;348   ;000030525;0401;0000000;
CCC;000001;       ;31/05/2021;2050  ;      ;000353206;0401;0000000;
CCC;000001;       ;31/05/2021;      ;347   ;000353206;0401;0000000;
CCC;000001;       ;31/05/2021;2050  ;      ;000053793;0401;0000000;
CCC;000001;       ;31/05/2021;      ;347   ;000053793;0401;0000000;
CCC;000001;       ;31/05/2021;2057  ;      ;000558290;0401;0000000;
